gene_id,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10
Gene_3894,360,242,477,550,236,218,229,288,356,227
Gene_3895,255,253,188,242,276,259,229,285,439,404
Gene_3896,301,370,290,390,508,373,633,343,535,247
Gene_3897,495,471,207,403,228,388,288,335,329,345
Gene_3898,138,85,99,98,86,78,69,130,51,107
Gene_3899,43,36,63,65,104,69,44,85,91,58
Gene_3900,125,160,132,193,92,83,150,114,175,65
Gene_3901,232,202,141,244,83,208,249,175,146,173
Gene_3902,110,169,144,120,156,103,247,134,106,139
Gene_3903,120,93,172,101,139,74,92,135,87,112
Gene_3904,75,36,50,44,30,41,43,27,67,40
Gene_3905,246,314,260,122,422,147,215,225,207,152
Gene_3906,20,21,19,9,16,11,16,23,24,21
Gene_3907,366,297,251,221,352,310,219,195,464,312
Gene_3908,73,111,86,81,36,65,101,66,80,62
Gene_3909,487,406,508,285,233,393,427,426,584,408
Gene_3910,229,143,193,123,160,249,137,258,213,265
Gene_3911,363,410,256,422,537,259,268,338,430,570
Gene_3912,174,154,131,138,85,116,106,74,130,124
Gene_3913,522,684,505,278,568,253,277,595,282,289
Gene_3914,174,170,215,176,216,223,240,102,203,185
Gene_3915,255,160,380,444,375,336,276,296,352,306
Gene_3916,720,614,537,629,407,457,494,872,495,395
Gene_3917,163,171,198,170,248,178,161,180,280,121
Gene_3918,190,258,191,266,152,302,327,215,250,229
Gene_3919,320,474,216,272,270,372,179,308,690,365
Gene_3920,43,90,84,72,105,91,108,107,72,106
Gene_3921,376,392,355,205,163,203,227,427,276,227
Gene_3922,631,559,504,280,461,515,914,574,501,619
Gene_3923,237,257,248,276,460,204,357,433,174,393
Gene_3924,131,215,158,190,114,278,214,278,133,107
Gene_3925,201,304,266,302,404,268,194,236,256,230
Gene_3926,299,714,389,449,374,557,295,718,542,405
Gene_3927,131,115,199,105,152,130,156,113,114,162
Gene_3928,298,427,434,600,549,452,274,559,604,226
Gene_3929,474,481,437,400,465,316,444,424,177,547
Gene_3930,210,198,252,148,169,307,423,107,303,190
Gene_3931,916,566,449,462,519,293,346,519,465,730
Gene_3932,48,63,43,63,113,31,83,56,71,37
Gene_3933,136,254,180,268,195,139,222,204,144,271
Gene_3934,444,294,391,225,404,256,409,303,488,369
Gene_3935,16,15,16,13,30,24,9,9,13,16
Gene_3936,823,773,213,422,437,349,367,354,463,478
Gene_3937,311,143,128,194,235,126,134,159,189,300
Gene_3938,77,86,160,132,93,154,105,123,110,114
Gene_3939,213,105,203,109,85,100,274,198,138,182
Gene_3940,47,103,163,137,78,72,124,130,47,103
Gene_3941,7,5,16,9,12,6,13,12,9,6
Gene_3942,43,53,35,28,54,37,23,38,33,42
Gene_3943,68,102,65,142,78,153,146,123,82,107
Gene_3944,281,323,478,410,267,387,402,265,236,328
Gene_3945,19,18,7,17,13,11,13,8,11,7
Gene_3946,329,347,192,230,238,274,534,261,337,318
Gene_3947,78,66,61,62,67,69,88,34,44,70
Gene_3948,256,241,344,252,194,248,252,263,217,260
Gene_3949,268,234,249,254,272,121,194,188,195,236
Gene_3950,323,283,154,265,307,304,417,236,293,280
Gene_3951,149,323,249,306,343,219,257,328,359,341
Gene_3952,127,91,94,119,88,91,56,133,83,104
Gene_3953,135,120,60,114,99,142,93,86,107,83
Gene_3954,362,308,465,241,380,444,249,498,291,386
Gene_3955,51,22,18,34,33,30,49,47,52,34
Gene_3956,197,223,256,229,165,346,210,255,288,117
Gene_3957,252,237,315,281,194,292,403,199,322,585
Gene_3958,19,11,37,23,25,10,27,18,31,14
Gene_3959,106,356,156,179,117,261,390,146,157,253
Gene_3960,138,329,204,204,235,299,223,313,268,241
Gene_3961,622,364,757,235,182,520,495,257,524,378
Gene_3962,65,37,36,22,43,76,68,60,52,75
Gene_3963,504,304,184,563,261,457,349,581,559,398
Gene_3964,198,200,365,319,214,244,265,330,311,186
Gene_3965,623,370,390,489,535,280,512,338,256,661
Gene_3966,21,29,13,34,42,36,49,26,17,40
Gene_3967,151,152,184,190,279,317,161,190,223,249
Gene_3968,190,441,311,167,213,307,169,207,218,413
Gene_3969,66,203,139,49,55,89,50,74,106,140
Gene_3970,123,68,80,91,123,81,98,53,142,80
Gene_3971,138,307,293,146,203,181,236,669,362,357
Gene_3972,278,371,457,323,220,416,265,213,305,332
Gene_3973,62,132,107,38,125,106,48,81,47,85
Gene_3974,168,239,311,217,309,244,231,287,378,361
Gene_3975,39,66,46,77,73,72,93,80,80,58
Gene_3976,68,42,38,33,53,33,72,59,41,15
Gene_3977,165,850,757,197,354,435,460,439,430,442
Gene_3978,44,60,159,82,36,26,70,49,70,98
Gene_3979,76,70,49,81,76,64,76,52,85,55
Gene_3980,366,292,361,381,247,294,423,449,294,210
Gene_3981,122,133,121,169,123,103,107,115,188,122
Gene_3982,203,205,281,237,380,246,288,282,203,322
Gene_3983,58,44,17,20,26,27,24,18,39,16
Gene_3984,322,350,291,227,231,227,219,266,338,299
Gene_3985,436,229,358,282,85,176,225,285,394,196
Gene_3986,461,425,732,780,424,894,568,735,473,453
Gene_3987,372,338,398,659,524,305,515,423,394,320
Gene_3988,588,480,638,432,653,417,479,326,404,492
Gene_3989,561,184,332,242,541,371,455,458,427,531
Gene_3990,476,466,230,535,553,438,384,463,330,729
Gene_3991,486,397,257,351,468,383,453,402,191,374
Gene_3992,551,317,594,399,339,601,325,624,497,509
Gene_3993,190,357,410,339,404,180,328,221,639,399
Gene_3994,68,87,81,44,69,122,124,78,72,78
Gene_3995,431,336,417,536,433,443,525,473,494,345
Gene_3996,282,328,289,193,461,141,226,291,217,192
Gene_3997,302,380,338,138,266,328,233,288,266,299
Gene_3998,221,303,401,236,241,283,156,258,297,214
Gene_3999,114,76,56,133,122,211,134,89,88,113
Gene_4000,89,83,144,126,166,56,94,106,144,51
Gene_4001,215,355,495,388,293,203,329,164,343,325
Gene_4002,496,460,463,569,406,351,232,415,565,495
Gene_4003,23,48,99,51,25,75,62,87,30,75
Gene_4004,350,401,538,600,389,312,536,231,477,460
Gene_4005,44,75,129,76,105,36,77,70,77,74
Gene_4006,201,148,164,315,165,73,147,194,229,186
Gene_4007,31,44,49,55,62,59,25,26,42,49
Gene_4008,391,190,276,270,225,349,304,376,242,126
Gene_4009,175,398,273,298,479,299,352,499,262,384
Gene_4010,355,260,274,361,125,265,126,255,313,361
Gene_4011,352,460,403,334,298,455,500,532,589,436
Gene_4012,305,380,364,298,267,469,345,319,388,277
Gene_4013,392,210,316,364,511,187,375,322,477,371
Gene_4014,215,159,102,253,388,257,167,134,105,114
Gene_4015,242,235,198,185,131,247,126,80,224,171
Gene_4016,81,64,43,164,75,46,56,52,44,71
Gene_4017,196,244,396,257,263,366,281,211,268,419
Gene_4018,804,473,391,807,531,754,466,708,706,734
Gene_4019,337,160,337,340,186,150,135,310,234,283
Gene_4020,315,210,216,202,353,278,187,282,219,312
Gene_4021,247,123,102,127,159,140,141,229,106,231
Gene_4022,166,119,71,180,124,89,72,132,100,53
Gene_4023,651,333,511,458,299,444,429,643,726,189
Gene_4024,223,204,228,185,488,176,229,199,107,270
Gene_4025,63,50,156,58,60,130,45,84,101,85
Gene_4026,198,104,101,129,188,276,109,241,143,120
Gene_4027,315,436,234,293,341,419,190,270,359,344
Gene_4028,241,443,567,546,548,354,559,567,638,528
Gene_4029,119,170,87,83,95,83,191,116,243,160
Gene_4030,143,322,108,280,265,358,381,266,351,228
Gene_4031,64,164,149,163,166,75,181,183,245,92
Gene_4032,192,139,119,144,135,214,148,153,166,226
Gene_4033,33,42,57,74,19,57,72,54,93,44
Gene_4034,184,187,259,127,295,370,393,188,317,246
Gene_4035,105,53,277,100,113,210,120,228,71,143
Gene_4036,189,111,126,73,142,97,109,145,105,156
Gene_4037,64,103,69,65,91,111,66,137,41,47
Gene_4038,263,351,124,268,228,202,243,182,332,233
Gene_4039,215,241,290,106,186,137,172,227,99,123
Gene_4040,661,317,345,238,398,695,274,295,334,326
Gene_4041,240,226,292,151,327,165,189,196,198,301
Gene_4042,353,345,692,598,279,929,836,278,673,560
Gene_4043,196,222,268,375,375,237,190,294,279,187
Gene_4044,251,162,189,273,162,245,421,294,247,546
Gene_4045,622,871,577,266,222,619,404,603,569,485
Gene_4046,81,52,32,46,49,77,70,88,89,52
Gene_4047,133,203,263,326,233,125,177,143,119,227
Gene_4048,97,93,151,99,123,107,110,171,120,110
Gene_4049,325,402,305,401,273,406,166,309,200,265
Gene_4050,348,571,427,550,462,424,569,471,372,380
Gene_4051,373,223,372,251,375,325,920,900,428,186
Gene_4052,37,31,25,35,73,29,33,25,39,25
Gene_4053,211,112,215,172,218,243,289,167,208,200
Gene_4054,278,171,253,250,100,169,169,190,250,173
Gene_4055,304,338,403,349,295,381,313,438,234,387
Gene_4056,384,454,310,454,389,244,563,518,375,552
Gene_4057,122,168,139,151,227,137,313,105,208,173
Gene_4058,154,204,141,182,215,171,223,400,245,245
Gene_4059,90,35,28,22,42,45,34,39,37,51
Gene_4060,48,70,74,21,65,38,26,57,75,51
Gene_4061,127,463,462,350,294,608,264,228,385,393
Gene_4062,671,348,228,482,464,276,570,330,876,518
Gene_4063,223,130,125,144,182,160,116,124,105,138
Gene_4064,240,223,194,224,410,260,191,298,375,318
Gene_4065,271,229,311,191,242,295,100,312,317,219
Gene_4066,315,450,249,371,435,384,411,375,351,560
Gene_4067,42,32,52,30,58,34,36,31,19,24
Gene_4068,426,338,254,246,152,399,188,462,187,413
Gene_4069,110,219,168,121,207,141,54,237,126,100
Gene_4070,405,195,390,552,219,242,781,377,289,252
Gene_4071,135,67,50,106,52,96,74,78,103,63
Gene_4072,360,387,237,553,267,321,457,535,218,276
Gene_4073,260,378,272,312,393,465,445,356,562,657
Gene_4074,306,374,308,315,318,323,387,295,371,480
Gene_4075,449,655,395,503,346,223,562,547,350,625
Gene_4076,49,62,43,59,60,83,60,79,70,59
Gene_4077,416,438,337,464,135,346,297,366,199,315
Gene_4078,50,32,58,40,29,22,32,32,23,23
Gene_4079,379,288,210,186,259,179,370,209,167,228
Gene_4080,243,220,337,165,175,256,223,272,283,280
Gene_4081,70,86,120,194,72,154,79,132,120,97
Gene_4082,50,37,59,56,45,38,32,36,27,31
Gene_4083,573,515,468,436,589,354,554,434,413,443
Gene_4084,323,367,253,169,430,486,224,248,317,327
Gene_4085,317,245,105,280,215,329,259,378,336,253
Gene_4086,163,236,196,167,112,162,153,271,152,147
Gene_4087,281,332,289,280,209,332,344,357,311,396
Gene_4088,156,192,283,175,190,195,187,195,260,380
Gene_4089,398,435,372,514,293,431,496,180,309,288
Gene_4090,61,124,96,77,87,89,74,99,137,150
Gene_4091,122,112,110,74,130,128,90,44,144,168
Gene_4092,634,464,340,677,588,515,629,205,526,764
Gene_4093,218,163,278,175,190,277,202,127,149,214
Gene_4094,418,374,363,183,318,467,312,452,304,438
Gene_4095,33,53,15,28,29,18,15,21,49,48
Gene_4096,255,271,209,140,178,302,230,310,372,175
Gene_4097,196,316,297,315,172,167,184,175,223,304
Gene_4098,30,45,27,72,76,27,42,49,72,27
Gene_4099,241,501,313,323,407,278,343,239,474,308
Gene_4100,126,167,201,174,123,158,97,278,178,177
Gene_4101,345,481,295,264,834,312,511,296,453,355
Gene_4102,158,126,231,184,120,108,133,93,237,176
Gene_4103,225,123,195,118,103,103,149,86,214,110
Gene_4104,43,83,40,65,90,112,110,36,117,53
Gene_4105,94,135,88,127,77,183,33,64,154,49
Gene_4106,646,593,718,336,394,221,564,722,430,294
Gene_4107,180,430,463,459,380,222,447,211,156,260
Gene_4108,235,294,412,421,413,568,455,367,512,401
Gene_4109,69,49,83,66,37,56,77,52,96,81
Gene_4110,214,402,220,106,341,152,258,245,262,445
Gene_4111,19,17,7,48,28,17,27,25,15,16
Gene_4112,55,56,77,64,53,64,103,35,60,25
Gene_4113,83,141,73,132,74,96,93,99,83,86
Gene_4114,391,437,340,401,272,315,220,587,376,513
Gene_4115,337,278,352,322,191,137,177,122,363,232
Gene_4116,652,516,285,256,316,342,520,377,342,280
Gene_4117,332,226,165,194,122,255,145,182,190,297
Gene_4118,209,281,108,307,269,228,333,293,397,309
Gene_4119,407,325,284,670,444,268,261,296,275,402
Gene_4120,51,40,71,60,33,66,65,37,48,62
Gene_4121,413,456,488,325,287,374,656,354,499,334
Gene_4122,283,274,237,331,133,300,240,379,259,294
Gene_4123,297,296,295,424,359,182,212,454,447,223
Gene_4124,243,405,166,221,247,173,140,216,372,307
Gene_4125,465,404,143,135,342,122,390,435,356,378
Gene_4126,299,199,140,199,91,261,262,362,338,160
Gene_4127,204,298,328,269,429,253,306,338,586,358
Gene_4128,113,42,102,93,62,83,71,72,45,71
Gene_4129,379,137,319,379,253,245,135,394,269,323
Gene_4130,388,425,272,325,488,384,434,196,192,327
Gene_4131,48,33,35,44,10,47,31,64,55,40
Gene_4132,329,346,285,359,320,304,202,278,268,202
Gene_4133,23,37,43,35,27,32,27,103,14,57
Gene_4134,148,158,52,114,95,105,129,134,44,140
Gene_4135,165,118,144,120,65,149,103,119,108,161
Gene_4136,595,446,465,349,473,694,374,383,551,314
Gene_4137,73,172,110,127,89,92,116,57,149,92
Gene_4138,144,123,116,91,163,127,152,152,123,202
Gene_4139,413,308,192,186,113,227,188,287,137,184
Gene_4140,53,26,47,48,57,47,59,33,24,91
Gene_4141,195,197,163,165,154,221,144,117,217,115
Gene_4142,494,221,468,491,264,199,174,412,255,238
Gene_4143,36,71,62,54,61,122,82,97,46,83
Gene_4144,460,679,450,510,368,506,618,185,254,710
Gene_4145,259,204,115,202,218,159,156,201,203,141
Gene_4146,120,206,152,194,193,125,170,197,193,213
Gene_4147,421,327,171,208,116,145,191,261,157,175
Gene_4148,161,66,105,176,149,206,176,183,149,116
Gene_4149,388,264,360,162,380,453,449,292,363,224
Gene_4150,79,241,49,166,124,153,119,195,127,115
Gene_4151,138,111,180,148,123,178,177,122,116,142
Gene_4152,50,49,91,57,56,48,67,36,56,85
Gene_4153,377,344,202,202,518,582,219,363,253,338
Gene_4154,229,320,298,529,357,195,305,311,255,280
Gene_4155,501,411,498,761,511,410,218,559,492,324
Gene_4156,81,68,48,50,165,72,56,113,59,57
Gene_4157,127,120,139,168,55,136,187,138,151,182
Gene_4158,367,325,609,293,474,489,343,377,550,252
Gene_4159,513,359,645,346,727,441,642,581,725,233
Gene_4160,106,175,88,112,76,133,94,39,79,30
Gene_4161,62,104,90,41,81,80,89,61,96,73
Gene_4162,455,604,818,478,550,251,385,555,583,432
Gene_4163,427,595,350,281,241,567,377,607,662,452
Gene_4164,313,570,333,500,351,220,407,368,455,462
Gene_4165,309,170,237,306,387,471,206,112,465,321
Gene_4166,249,305,328,394,293,245,346,235,415,480
Gene_4167,582,456,252,165,377,356,369,252,433,400
Gene_4168,207,174,165,214,132,221,217,151,231,246
Gene_4169,312,315,177,388,349,553,226,203,128,436
Gene_4170,526,581,683,416,370,643,736,689,215,572
Gene_4171,194,196,185,153,308,223,232,227,253,204
Gene_4172,175,121,118,70,131,301,98,122,182,83
Gene_4173,435,448,167,389,256,262,115,197,216,518
Gene_4174,524,239,542,621,332,420,425,544,464,496
Gene_4175,254,370,169,174,316,362,288,366,275,269
Gene_4176,285,271,300,368,310,218,563,124,163,242
Gene_4177,194,229,153,251,230,142,128,163,166,197
Gene_4178,151,257,110,218,150,130,171,201,234,252
Gene_4179,363,241,173,288,217,215,443,261,472,233
Gene_4180,417,275,588,343,521,458,297,378,465,621
Gene_4181,473,259,510,418,446,289,345,505,290,645
Gene_4182,234,261,212,484,337,441,328,334,431,238
Gene_4183,475,219,322,265,318,218,401,543,228,447
Gene_4184,109,399,305,284,460,372,388,272,280,243
Gene_4185,14,28,14,14,8,8,26,14,14,28
Gene_4186,169,337,218,258,298,536,335,358,200,273
Gene_4187,66,42,179,112,110,33,112,100,107,135
Gene_4188,170,162,86,166,104,113,103,168,157,197
Gene_4189,659,643,510,325,404,317,442,441,295,741
Gene_4190,194,158,153,131,139,147,166,121,148,104
Gene_4191,388,552,733,584,401,720,388,374,406,557
Gene_4192,208,387,231,214,349,369,299,307,259,184
Gene_4193,42,39,50,45,43,44,61,63,41,49
Gene_4194,45,138,92,70,94,43,66,140,38,95
Gene_4195,111,118,100,63,82,98,74,104,91,126
Gene_4196,150,106,58,189,299,136,265,127,107,99
Gene_4197,173,234,196,127,298,210,153,146,182,160
Gene_4198,170,202,199,350,324,128,304,300,327,397
Gene_4199,291,330,301,402,370,318,229,301,320,270
Gene_4200,457,676,293,405,465,472,505,432,426,343
Gene_4201,87,197,203,133,84,90,118,211,128,88
Gene_4202,168,213,312,226,260,145,137,243,204,133
Gene_4203,370,239,331,181,305,162,360,382,431,420
Gene_4204,301,423,223,203,221,308,190,236,288,399
Gene_4205,467,522,486,318,295,404,375,515,185,470
Gene_4206,319,381,463,301,427,210,395,234,485,313
Gene_4207,109,187,98,123,48,186,123,128,112,52
Gene_4208,128,458,387,234,160,168,156,165,374,231
Gene_4209,253,457,252,383,260,291,278,233,572,446
Gene_4210,341,661,395,460,527,549,803,598,631,435
Gene_4211,31,50,72,39,55,45,55,62,42,35
Gene_4212,231,216,265,169,96,158,105,150,107,158
Gene_4213,29,16,7,13,13,10,8,13,17,11
Gene_4214,87,134,149,101,109,119,131,60,72,134
Gene_4215,353,520,128,317,296,311,237,114,328,281
Gene_4216,243,169,141,280,136,300,262,222,202,335
Gene_4217,303,179,213,175,323,330,119,433,245,536
Gene_4218,55,60,45,36,101,45,72,53,41,34
Gene_4219,139,199,237,436,236,193,234,211,118,282
Gene_4220,92,149,85,143,98,73,152,71,81,60
Gene_4221,299,479,394,303,332,529,346,402,290,238
Gene_4222,150,276,386,254,247,229,156,241,166,143
Gene_4223,330,431,299,459,335,282,464,302,221,448
Gene_4224,62,44,63,53,130,37,64,81,77,123
Gene_4225,58,91,62,119,75,72,50,64,58,82
Gene_4226,348,392,229,238,315,258,223,256,286,240
Gene_4227,224,368,323,488,336,460,598,198,321,324
Gene_4228,131,316,555,324,217,303,500,362,800,270
Gene_4229,288,245,301,725,445,344,325,206,562,588
Gene_4230,86,114,87,38,162,83,124,69,58,87
Gene_4231,305,206,394,190,225,141,311,356,467,345
Gene_4232,376,544,410,438,346,316,541,307,349,587
Gene_4233,460,577,447,264,254,639,385,513,603,310
Gene_4234,39,55,37,36,58,22,24,36,54,36
Gene_4235,53,64,67,76,158,117,176,98,81,78
Gene_4236,74,71,37,56,120,46,49,46,39,27
Gene_4237,41,76,94,84,66,59,87,79,44,121
Gene_4238,79,53,53,53,83,72,62,124,97,87
Gene_4239,331,146,225,242,312,250,266,184,161,341
Gene_4240,151,167,104,151,142,91,175,281,137,131
Gene_4241,48,49,43,102,34,35,57,48,53,51
Gene_4242,151,157,216,193,243,128,224,164,193,294
Gene_4243,263,381,555,410,385,350,540,288,392,743
Gene_4244,228,307,177,246,281,272,287,401,207,148
Gene_4245,443,523,357,376,348,423,437,175,373,560
Gene_4246,135,86,146,90,182,141,130,91,106,124
Gene_4247,260,300,211,112,355,450,279,239,230,387
Gene_4248,299,465,153,313,198,388,281,281,576,288
Gene_4249,463,816,541,490,407,744,320,416,426,513
Gene_4250,101,81,104,47,60,113,113,65,94,95
Gene_4251,94,300,268,203,167,77,179,217,154,164
Gene_4252,146,162,168,249,214,167,105,198,229,367
Gene_4253,155,172,249,180,157,158,94,82,113,105
Gene_4254,96,125,439,233,146,200,154,229,176,148
Gene_4255,96,166,199,200,228,179,191,314,184,166
Gene_4256,342,361,193,280,360,281,174,372,269,374
Gene_4257,48,35,31,31,19,58,28,21,26,21
Gene_4258,122,85,56,209,70,91,172,184,126,127
Gene_4259,248,331,277,358,405,268,155,367,325,344
Gene_4260,207,179,437,356,228,223,561,483,330,572
Gene_4261,212,357,227,190,375,333,325,341,171,335
Gene_4262,75,118,106,86,101,112,119,115,71,77
Gene_4263,180,239,145,409,244,192,211,186,297,184
Gene_4264,184,201,272,325,242,382,430,275,229,372
Gene_4265,69,71,86,90,132,105,63,93,83,87
Gene_4266,620,604,438,319,386,447,467,450,576,252
Gene_4267,161,267,489,227,412,346,325,421,203,271
Gene_4268,29,60,44,68,42,29,27,16,54,34
Gene_4269,398,377,312,463,372,510,164,291,336,427
Gene_4270,392,278,703,409,473,282,333,645,477,529
Gene_4271,95,77,80,149,51,74,86,96,88,108
Gene_4272,29,16,28,18,22,38,15,7,29,26
Gene_4273,268,218,310,288,329,408,266,316,388,376
Gene_4274,47,42,29,26,41,34,34,63,38,51
Gene_4275,53,61,58,77,22,50,24,23,42,61
Gene_4276,298,253,300,398,306,300,363,257,200,281
Gene_4277,815,848,344,573,420,680,310,484,531,392
Gene_4278,38,61,45,72,73,34,63,54,47,34
Gene_4279,235,262,239,269,403,283,360,409,175,336
Gene_4280,137,212,187,287,426,250,380,414,198,435
Gene_4281,240,256,273,436,493,301,163,106,250,259
Gene_4282,681,605,412,306,343,419,404,434,527,507
Gene_4283,190,221,527,316,219,236,268,171,185,241
Gene_4284,228,324,213,230,318,209,191,302,400,309
Gene_4285,296,242,240,256,322,414,242,165,293,500
Gene_4286,70,111,93,86,79,68,53,70,83,105
Gene_4287,92,124,154,121,127,80,110,153,85,193
Gene_4288,108,149,86,57,134,127,89,138,97,94
Gene_4289,157,218,125,183,84,178,184,123,187,79
Gene_4290,147,58,140,116,54,147,154,217,147,128
Gene_4291,147,217,185,110,105,189,98,192,184,223
Gene_4292,210,516,298,97,415,392,363,306,146,363
Gene_4293,103,186,191,137,185,109,141,220,113,105
Gene_4294,228,133,264,292,315,268,234,296,383,146
Gene_4295,301,370,239,465,449,681,604,497,629,286
Gene_4296,531,501,241,432,450,391,556,303,526,392
Gene_4297,371,402,624,413,441,453,454,467,453,760
Gene_4298,195,178,267,219,278,196,156,189,233,236
Gene_4299,192,610,173,367,427,228,226,304,401,235
Gene_4300,116,172,109,98,133,125,130,118,109,156
Gene_4301,390,441,223,440,498,329,401,366,225,362
Gene_4302,535,531,399,556,457,725,416,530,179,431
Gene_4303,389,287,443,419,557,493,472,231,393,439
Gene_4304,87,129,121,115,129,164,98,79,161,83
Gene_4305,319,251,362,193,208,324,274,382,221,395
Gene_4306,190,440,381,462,505,362,389,324,524,331
Gene_4307,167,334,294,333,589,609,451,358,501,270
Gene_4308,121,153,166,171,157,88,167,141,102,171
Gene_4309,385,297,321,286,320,275,495,363,377,471
Gene_4310,847,298,487,387,521,423,231,407,674,212
Gene_4311,42,36,25,11,25,37,38,26,22,28
Gene_4312,395,547,221,499,280,497,802,445,638,549
Gene_4313,378,446,325,357,479,372,269,250,359,357
Gene_4314,316,425,537,253,556,270,441,277,373,353
Gene_4315,146,95,176,83,110,79,124,78,108,123
Gene_4316,647,314,291,171,284,486,493,256,389,692
Gene_4317,357,310,378,176,252,336,312,548,375,276
Gene_4318,484,328,438,321,363,216,417,326,251,388
Gene_4319,201,225,143,241,157,155,270,418,338,177
Gene_4320,298,307,359,422,306,239,403,494,308,520
Gene_4321,114,204,134,155,136,76,144,157,139,120
Gene_4322,72,81,48,89,18,73,70,89,27,57
Gene_4323,296,247,242,277,247,340,309,251,370,144
Gene_4324,36,28,29,28,23,37,22,24,10,38
Gene_4325,40,26,31,29,20,16,19,26,33,23
Gene_4326,139,134,59,159,114,149,99,260,73,145
Gene_4327,16,10,20,2,5,13,10,15,12,18
Gene_4328,45,68,30,51,20,36,33,35,63,45
Gene_4329,198,258,133,411,359,260,170,208,335,275
Gene_4330,78,231,113,357,217,213,181,169,296,208
Gene_4331,215,156,190,289,183,265,222,290,160,480
Gene_4332,80,62,211,117,136,124,186,141,195,145
Gene_4333,125,143,257,155,221,287,33,171,232,208
Gene_4334,242,339,355,314,315,349,357,356,492,247
Gene_4335,132,160,74,182,142,87,173,88,113,142
Gene_4336,18,23,15,19,26,24,18,17,19,25
Gene_4337,90,132,114,157,86,84,89,72,49,139
Gene_4338,235,184,249,144,183,170,304,166,157,317
Gene_4339,485,259,541,449,336,385,300,398,390,410
Gene_4340,361,545,468,364,323,441,295,439,378,350
Gene_4341,224,336,434,262,314,409,353,263,302,251
Gene_4342,155,145,154,97,140,219,226,158,178,79
Gene_4343,214,231,348,197,599,338,335,276,283,555
Gene_4344,299,249,196,408,185,311,193,293,211,356
Gene_4345,259,378,417,342,434,570,674,430,326,367
Gene_4346,527,407,391,676,546,446,647,660,803,673
Gene_4347,269,354,424,406,222,210,420,619,472,293
Gene_4348,157,156,178,430,247,185,243,262,161,331
Gene_4349,698,434,210,412,319,520,473,524,550,397
Gene_4350,103,82,128,81,104,90,104,117,151,70
Gene_4351,328,280,304,315,382,382,373,224,262,162
Gene_4352,145,98,270,139,426,257,251,180,170,203
Gene_4353,48,72,75,57,37,45,45,55,47,47
Gene_4354,792,157,381,522,689,536,283,392,413,540
Gene_4355,282,123,301,313,188,246,157,266,130,326
Gene_4356,238,191,376,335,216,192,141,226,207,141
Gene_4357,113,85,88,103,124,96,118,109,90,100
Gene_4358,383,699,376,360,360,392,360,399,366,295
Gene_4359,107,137,77,100,169,95,116,93,84,99
Gene_4360,236,286,240,162,287,292,307,167,269,165
Gene_4361,223,156,294,261,156,144,234,220,284,253
Gene_4362,122,96,59,96,107,58,79,79,85,79
Gene_4363,523,330,398,576,220,463,283,550,524,291
Gene_4364,398,513,345,512,346,396,345,493,453,479
Gene_4365,579,333,258,512,548,307,452,598,245,496
Gene_4366,264,201,219,214,267,202,289,162,269,215
Gene_4367,203,199,149,220,185,183,168,194,131,215
Gene_4368,169,144,276,333,269,172,133,98,150,136
Gene_4369,680,527,239,414,684,362,301,365,727,448
Gene_4370,420,247,262,331,293,433,554,397,442,453
Gene_4371,333,143,263,325,226,162,229,282,192,234
Gene_4372,322,223,224,318,550,274,525,279,506,262
Gene_4373,431,160,213,199,144,196,221,195,178,264
Gene_4374,520,406,440,509,557,330,420,325,498,437
Gene_4375,666,436,843,613,347,755,478,458,674,614
Gene_4376,132,156,139,238,100,85,60,120,100,87
Gene_4377,249,190,262,214,178,159,103,201,220,201
Gene_4378,302,337,285,280,301,200,404,384,665,401
Gene_4379,250,360,277,164,120,151,325,189,264,298
Gene_4380,277,274,168,380,192,159,240,217,209,355
Gene_4381,342,393,397,748,267,434,606,333,525,226
Gene_4382,534,654,229,436,289,349,598,250,473,390
Gene_4383,243,228,199,253,308,360,346,262,358,350
Gene_4384,260,147,86,101,125,119,119,138,73,155
Gene_4385,872,315,380,401,290,280,394,796,428,390
Gene_4386,131,179,187,125,367,205,266,385,195,140
Gene_4387,885,535,515,354,394,334,579,491,565,324
Gene_4388,23,11,9,8,7,20,20,8,9,3
Gene_4389,406,307,316,229,353,327,375,283,300,176
Gene_4390,354,270,257,430,308,299,295,336,308,245
Gene_4391,39,25,37,27,107,95,48,70,86,31
Gene_4392,381,314,253,249,182,233,230,328,371,183
Gene_4393,48,69,54,108,81,73,59,40,54,47
Gene_4394,233,239,141,200,220,141,175,264,160,149
Gene_4395,223,459,267,311,408,253,292,274,199,545
Gene_4396,389,404,157,429,379,321,348,297,376,530
Gene_4397,109,231,264,326,134,159,252,183,271,160
Gene_4398,712,346,311,373,487,314,411,357,284,396
Gene_4399,213,342,368,227,350,670,342,329,170,274
Gene_4400,380,270,161,374,350,233,442,254,287,300
Gene_4401,119,71,145,95,70,66,142,77,115,107
Gene_4402,309,141,212,278,217,307,175,165,239,264
Gene_4403,32,25,27,27,33,43,14,56,22,35
Gene_4404,197,191,181,102,148,85,61,137,141,193
Gene_4405,104,125,88,102,82,84,75,105,99,94
Gene_4406,93,143,167,159,246,268,136,160,184,103
Gene_4407,413,200,278,297,313,208,444,309,354,248
Gene_4408,107,84,102,118,134,207,144,142,61,203
Gene_4409,36,50,41,25,39,20,24,37,40,26
